1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
1.0367,-60.144
